datetime,sunrise,sunset,conditions,cloudcover,moonphase
2019-12-09,2019-12-09T06:57:37,2019-12-09T16:11:20,"Rain, Partially cloudy",74,0.46
2019-12-10,2019-12-10T06:58:30,2019-12-10T16:11:23,"Snow, Overcast",92.7,0.48
2019-12-11,2019-12-11T06:59:20,2019-12-11T16:11:28,"Snow, Partially cloudy",48.1,0.5
2019-12-12,2019-12-12T07:00:09,2019-12-12T16:11:35,Clear,0,0.5
2019-12-13,2019-12-13T07:00:57,2019-12-13T16:11:45,"Snow, Partially cloudy",28.9,0.51
2019-12-14,2019-12-14T07:01:42,2019-12-14T16:11:57,"Rain, Partially cloudy",84.2,0.53
2019-12-15,2019-12-15T07:02:26,2019-12-15T16:12:11,Partially cloudy,49.1,0.56
2019-12-16,2019-12-16T07:03:08,2019-12-16T16:12:28,Partially cloudy,24.4,0.61
2019-12-17,2019-12-17T07:03:48,2019-12-17T16:12:47,"Snow, Overcast",91.5,0.66
2019-12-18,2019-12-18T07:04:27,2019-12-18T16:13:08,"Rain, Partially cloudy",67.4,0.71
2019-12-19,2019-12-19T07:05:03,2019-12-19T16:13:32,Clear,6.8,0.77
2019-12-20,2019-12-20T07:05:37,2019-12-20T16:13:58,Clear,6.9,0.83
2019-12-21,2019-12-21T07:06:09,2019-12-21T16:14:26,Partially cloudy,49.6,0.88
2019-12-22,2019-12-22T07:06:39,2019-12-22T16:14:56,Clear,12.4,0.93
2019-12-23,2019-12-23T07:07:07,2019-12-23T16:15:28,Clear,0,0.96
2019-12-24,2019-12-24T07:07:33,2019-12-24T16:16:03,Clear,0,0.99
2019-12-25,2019-12-25T07:07:57,2019-12-25T16:16:39,Clear,12,1
2019-12-26,2019-12-26T07:08:18,2019-12-26T16:17:18,Partially cloudy,36.4,0
2019-12-27,2019-12-27T07:08:38,2019-12-27T16:17:58,Partially cloudy,58.3,0.01
2019-12-28,2019-12-28T07:08:55,2019-12-28T16:18:41,Clear,0.6,0.03
2019-12-29,2019-12-29T07:09:09,2019-12-29T16:19:25,Rain,19.8,0.05
2019-12-30,2019-12-30T07:09:22,2019-12-30T16:20:12,"Rain, Overcast",93.8,0.09
2019-12-31,2019-12-31T07:09:32,2019-12-31T16:21:00,"Rain, Overcast",92.4,0.13
2020-06-01,2020-06-01T05:09:47,2020-06-01T20:11:01,Partially cloudy,57.7,0.38
2020-06-02,2020-06-02T05:09:22,2020-06-02T20:11:45,"Rain, Partially cloudy",31,0.43
2020-06-03,2020-06-03T05:08:58,2020-06-03T20:12:28,Partially cloudy,45.4,0.46
2020-06-04,2020-06-04T05:08:37,2020-06-04T20:13:09,Clear,7.2,0.49
2020-06-05,2020-06-05T05:08:18,2020-06-05T20:13:48,"Rain, Partially cloudy",44.5,0.5
2020-06-06,2020-06-06T05:08:00,2020-06-06T20:14:26,"Rain, Partially cloudy",69.7,0.51
2020-06-07,2020-06-07T05:07:45,2020-06-07T20:15:03,Partially cloudy,56.3,0.52
2020-06-08,2020-06-08T05:07:32,2020-06-08T20:15:38,Clear,9.3,0.54
2020-06-09,2020-06-09T05:07:21,2020-06-09T20:16:12,Partially cloudy,56,0.58
2020-06-10,2020-06-10T05:07:12,2020-06-10T20:16:44,Partially cloudy,61.2,0.63
2020-06-11,2020-06-11T05:07:05,2020-06-11T20:17:14,"Rain, Partially cloudy",75.6,0.67
2020-06-12,2020-06-12T05:07:00,2020-06-12T20:17:43,"Rain, Partially cloudy",60.5,0.72
2020-06-13,2020-06-13T05:06:58,2020-06-13T20:18:09,Partially cloudy,37.5,0.77
2020-06-14,2020-06-14T05:06:57,2020-06-14T20:18:34,Clear,11.5,0.81
2020-06-15,2020-06-15T05:06:58,2020-06-15T20:18:58,Partially cloudy,52.7,0.86
2020-06-16,2020-06-16T05:07:01,2020-06-16T20:19:19,Clear,1.6,0.9
2020-06-17,2020-06-17T05:07:06,2020-06-17T20:19:39,Clear,11.7,0.94
2020-06-18,2020-06-18T05:07:14,2020-06-18T20:19:56,Partially cloudy,36.4,0.97
2020-06-19,2020-06-19T05:07:23,2020-06-19T20:20:12,Partially cloudy,41.4,0.99
2020-06-20,2020-06-20T05:07:34,2020-06-20T20:20:26,Clear,2.5,1
2020-06-21,2020-06-21T05:07:47,2020-06-21T20:20:38,Clear,18.1,0
2020-06-22,2020-06-22T05:08:02,2020-06-22T20:20:48,Partially cloudy,62.3,0.01
2020-06-23,2020-06-23T05:08:18,2020-06-23T20:20:56,Partially cloudy,68.6,0.03
2020-06-24,2020-06-24T05:08:37,2020-06-24T20:21:01,Partially cloudy,71.5,0.06
2020-06-25,2020-06-25T05:08:57,2020-06-25T20:21:05,Clear,9.6,0.1
2020-06-26,2020-06-26T05:09:19,2020-06-26T20:21:07,Partially cloudy,36.1,0.14
2020-06-27,2020-06-27T05:09:43,2020-06-27T20:21:07,"Rain, Partially cloudy",32.9,0.2
2020-06-28,2020-06-28T05:10:09,2020-06-28T20:21:04,Partially cloudy,41.4,0.26
2020-06-29,2020-06-29T05:10:36,2020-06-29T20:21:00,"Rain, Overcast",92,0.32
2020-06-30,2020-06-30T05:11:05,2020-06-30T20:20:53,"Rain, Partially cloudy",80.3,0.37
2020-07-01,2020-07-01T05:11:36,2020-07-01T20:20:44,"Rain, Partially cloudy",70,0.42
2020-07-02,2020-07-02T05:12:08,2020-07-02T20:20:34,Partially cloudy,42,0.46
2020-07-03,2020-07-03T05:12:41,2020-07-03T20:20:21,Partially cloudy,70.8,0.48
2020-07-04,2020-07-04T05:13:16,2020-07-04T20:20:06,"Rain, Partially cloudy",74.9,0.5
2020-07-05,2020-07-05T05:13:53,2020-07-05T20:19:49,Partially cloudy,88.3,0.5
2020-07-06,2020-07-06T05:14:31,2020-07-06T20:19:29,"Rain, Partially cloudy",71.5,0.51
2020-07-07,2020-07-07T05:15:10,2020-07-07T20:19:08,Partially cloudy,47.2,0.53
2020-07-08,2020-07-08T05:15:51,2020-07-08T20:18:45,"Rain, Partially cloudy",66.3,0.56
2020-07-09,2020-07-09T05:16:33,2020-07-09T20:18:19,Partially cloudy,48.3,0.6
2020-07-10,2020-07-10T05:17:16,2020-07-10T20:17:52,"Rain, Partially cloudy",77.9,0.64
2020-07-11,2020-07-11T05:18:00,2020-07-11T20:17:22,"Rain, Partially cloudy",83.4,0.68
2020-07-12,2020-07-12T05:18:46,2020-07-12T20:16:51,Partially cloudy,40.3,0.73
2020-07-13,2020-07-13T05:19:32,2020-07-13T20:16:17,Partially cloudy,26.9,0.78
2020-07-14,2020-07-14T05:20:20,2020-07-14T20:15:41,"Rain, Partially cloudy",68.5,0.83
2020-07-15,2020-07-15T05:21:08,2020-07-15T20:15:04,"Rain, Partially cloudy",62.1,0.87
2020-07-16,2020-07-16T05:21:58,2020-07-16T20:14:24,Clear,4.7,0.91
2020-07-17,2020-07-17T05:22:48,2020-07-17T20:13:43,"Rain, Partially cloudy",71.6,0.95
2020-07-18,2020-07-18T05:23:39,2020-07-18T20:12:59,Partially cloudy,32.5,0.98
2020-07-19,2020-07-19T05:24:32,2020-07-19T20:12:14,Clear,14.4,1
2020-07-20,2020-07-20T05:25:25,2020-07-20T20:11:26,Partially cloudy,33.7,1
2020-07-21,2020-07-21T05:26:18,2020-07-21T20:10:37,Clear,9.9,0
2020-07-22,2020-07-22T05:27:13,2020-07-22T20:09:46,"Rain, Partially cloudy",46.6,0.02
2020-07-23,2020-07-23T05:28:08,2020-07-23T20:08:54,"Rain, Partially cloudy",38.3,0.05
2020-07-24,2020-07-24T05:29:04,2020-07-24T20:07:59,Clear,15.2,0.09
2020-07-25,2020-07-25T05:30:00,2020-07-25T20:07:03,Clear,12.3,0.14
2020-07-26,2020-07-26T05:30:57,2020-07-26T20:06:05,Clear,7.4,0.19
2020-07-27,2020-07-27T05:31:54,2020-07-27T20:05:05,Clear,0,0.25
2020-07-28,2020-07-28T05:32:52,2020-07-28T20:04:04,Clear,12.6,0.31
2020-07-29,2020-07-29T05:33:50,2020-07-29T20:03:01,Clear,17.3,0.36
2020-07-30,2020-07-30T05:34:49,2020-07-30T20:01:56,Partially cloudy,21.6,0.41
2020-07-31,2020-07-31T05:35:48,2020-07-31T20:00:50,"Rain, Partially cloudy",32.1,0.45
2020-08-01,2020-08-01T05:36:47,2020-08-01T19:59:42,Clear,4.8,0.47
2020-08-02,2020-08-02T05:37:47,2020-08-02T19:58:33,Partially cloudy,33.5,0.49
2020-08-03,2020-08-03T05:38:47,2020-08-03T19:57:22,Partially cloudy,21.1,0.5
2020-08-04,2020-08-04T05:39:48,2020-08-04T19:56:10,"Rain, Partially cloudy",44.5,0.51
2020-08-05,2020-08-05T05:40:48,2020-08-05T19:54:56,Clear,19.2,0.52
2020-08-06,2020-08-06T05:41:49,2020-08-06T19:53:41,Clear,16.8,0.54
2020-08-07,2020-08-07T05:42:50,2020-08-07T19:52:25,Clear,15.3,0.57
2020-08-08,2020-08-08T05:43:51,2020-08-08T19:51:07,Partially cloudy,49,0.61
2020-08-09,2020-08-09T05:44:53,2020-08-09T19:49:48,Clear,18.9,0.65
2020-08-10,2020-08-10T05:45:54,2020-08-10T19:48:28,Partially cloudy,28.3,0.7
2020-08-11,2020-08-11T05:46:56,2020-08-11T19:47:07,Partially cloudy,42.1,0.74
2020-08-12,2020-08-12T05:47:57,2020-08-12T19:45:44,"Rain, Partially cloudy",51.1,0.79
2020-08-13,2020-08-13T05:48:59,2020-08-13T19:44:20,"Rain, Partially cloudy",55.8,0.84
2020-08-14,2020-08-14T05:50:01,2020-08-14T19:42:55,Clear,3.3,0.89
2020-08-15,2020-08-15T05:51:02,2020-08-15T19:41:29,Partially cloudy,71.1,0.93
2020-08-16,2020-08-16T05:52:04,2020-08-16T19:40:02,"Rain, Partially cloudy",84.6,0.96
2020-08-17,2020-08-17T05:53:06,2020-08-17T19:38:34,"Rain, Partially cloudy",68.2,0.99
2020-08-18,2020-08-18T05:54:08,2020-08-18T19:37:05,"Rain, Partially cloudy",43.7,1
2020-08-19,2020-08-19T05:55:10,2020-08-19T19:35:35,"Rain, Partially cloudy",34.3,0
2020-08-20,2020-08-20T05:56:12,2020-08-20T19:34:04,Clear,16.3,0.01
2020-08-21,2020-08-21T05:57:14,2020-08-21T19:32:32,Clear,0.6,0.04
2020-08-22,2020-08-22T05:58:16,2020-08-22T19:30:59,Rain,12.2,0.08
2020-08-23,2020-08-23T05:59:18,2020-08-23T19:29:26,Partially cloudy,32.7,0.13
2020-08-24,2020-08-24T06:00:19,2020-08-24T19:27:51,Partially cloudy,43.2,0.18
2020-08-25,2020-08-25T06:01:21,2020-08-25T19:26:16,"Rain, Partially cloudy",48.5,0.24
2020-08-26,2020-08-26T06:02:23,2020-08-26T19:24:40,Clear,0.7,0.29
2020-08-27,2020-08-27T06:03:25,2020-08-27T19:23:04,"Rain, Partially cloudy",64.6,0.35
2020-08-28,2020-08-28T06:04:26,2020-08-28T19:21:26,Partially cloudy,54.3,0.39
2020-08-29,2020-08-29T06:05:28,2020-08-29T19:19:49,"Rain, Partially cloudy",79.5,0.43
2020-08-30,2020-08-30T06:06:30,2020-08-30T19:18:10,Partially cloudy,21.8,0.46
2020-08-31,2020-08-31T06:07:31,2020-08-31T19:16:31,Clear,8.9,0.49
2020-09-01,2020-09-01T06:08:33,2020-09-01T19:14:51,Clear,10.8,0.5
2020-09-02,2020-09-02T06:09:34,2020-09-02T19:13:11,"Rain, Partially cloudy",77,0.5
2020-09-03,2020-09-03T06:10:36,2020-09-03T19:11:30,"Rain, Overcast",91.1,0.51
2020-09-04,2020-09-04T06:11:37,2020-09-04T19:09:49,"Rain, Partially cloudy",34.9,0.53
2020-09-05,2020-09-05T06:12:39,2020-09-05T19:08:08,Clear,3.4,0.55
2020-09-06,2020-09-06T06:13:40,2020-09-06T19:06:26,Partially cloudy,23.2,0.58
2020-09-07,2020-09-07T06:14:42,2020-09-07T19:04:43,Clear,3.3,0.62
2020-09-08,2020-09-08T06:15:43,2020-09-08T19:03:01,Partially cloudy,38.4,0.66
2020-09-09,2020-09-09T06:16:44,2020-09-09T19:01:18,"Rain, Partially cloudy",66.8,0.71
2020-09-10,2020-09-10T06:17:46,2020-09-10T18:59:34,"Rain, Overcast",90.8,0.76
2020-09-11,2020-09-11T06:18:47,2020-09-11T18:57:51,"Rain, Partially cloudy",65.4,0.81
2020-09-12,2020-09-12T06:19:49,2020-09-12T18:56:07,Clear,2.6,0.86
2020-09-13,2020-09-13T06:20:50,2020-09-13T18:54:23,Partially cloudy,26.2,0.9
2020-09-14,2020-09-14T06:21:52,2020-09-14T18:52:39,Partially cloudy,20.5,0.95
2020-09-15,2020-09-15T06:22:54,2020-09-15T18:50:54,Clear,17.7,0.98
2020-09-16,2020-09-16T06:23:55,2020-09-16T18:49:10,Clear,18.8,1
2020-09-17,2020-09-17T06:24:57,2020-09-17T18:47:25,Partially cloudy,22.3,0
2020-09-18,2020-09-18T06:25:59,2020-09-18T18:45:41,"Rain, Partially cloudy",60.8,0.01
2020-09-19,2020-09-19T06:27:01,2020-09-19T18:43:56,Clear,8.8,0.03
2020-09-20,2020-09-20T06:28:03,2020-09-20T18:42:12,Partially cloudy,21.8,0.07
2020-09-21,2020-09-21T06:29:05,2020-09-21T18:40:27,Clear,7.3,0.11
2020-09-22,2020-09-22T06:30:08,2020-09-22T18:38:43,Clear,0,0.16
2020-09-23,2020-09-23T06:31:10,2020-09-23T18:36:58,Clear,13.8,0.22
2020-09-24,2020-09-24T06:32:13,2020-09-24T18:35:14,Clear,0,0.27
2020-09-25,2020-09-25T06:33:16,2020-09-25T18:33:30,Clear,12.8,0.33
2020-09-26,2020-09-26T06:34:19,2020-09-26T18:31:46,Partially cloudy,51.9,0.37
2020-09-27,2020-09-27T06:35:22,2020-09-27T18:30:02,Partially cloudy,56.9,0.41
2020-09-28,2020-09-28T06:36:25,2020-09-28T18:28:19,"Rain, Overcast",94,0.45
2020-09-29,2020-09-29T06:37:29,2020-09-29T18:26:35,Partially cloudy,77.5,0.47
2020-09-30,2020-09-30T06:38:33,2020-09-30T18:24:53,"Rain, Partially cloudy",53.4,0.49
2020-10-01,2020-10-01T06:39:37,2020-10-01T18:23:10,Clear,11.5,0.5
2020-10-02,2020-10-02T06:40:41,2020-10-02T18:21:28,Partially cloudy,44.4,0.5
2020-10-03,2020-10-03T06:41:45,2020-10-03T18:19:46,Clear,8.5,0.52
2020-10-04,2020-10-04T06:42:50,2020-10-04T18:18:05,Partially cloudy,27.3,0.53
2020-10-05,2020-10-05T06:43:55,2020-10-05T18:16:24,"Rain, Partially cloudy",56.6,0.56
2020-10-06,2020-10-06T06:45:00,2020-10-06T18:14:43,Partially cloudy,21,0.59
2020-10-07,2020-10-07T06:46:06,2020-10-07T18:13:03,"Rain, Partially cloudy",26.2,0.63
2020-10-08,2020-10-08T06:47:11,2020-10-08T18:11:24,Clear,2.2,0.68
2020-10-09,2020-10-09T06:48:18,2020-10-09T18:09:45,Clear,0,0.73
2020-10-10,2020-10-10T06:49:24,2020-10-10T18:08:07,Clear,10.1,0.78
2020-10-11,2020-10-11T06:50:31,2020-10-11T18:06:30,Partially cloudy,27.6,0.83
2020-10-12,2020-10-12T06:51:38,2020-10-12T18:04:53,Partially cloudy,63,0.88
2020-10-13,2020-10-13T06:52:45,2020-10-13T18:03:17,"Rain, Overcast",100,0.93
2020-10-14,2020-10-14T06:53:53,2020-10-14T18:01:42,Partially cloudy,21.8,0.96
2020-10-15,2020-10-15T06:55:01,2020-10-15T18:00:07,Clear,10.4,0.99
2020-10-16,2020-10-16T06:56:09,2020-10-16T17:58:34,"Rain, Partially cloudy",74.3,1
2020-10-17,2020-10-17T06:57:18,2020-10-17T17:57:01,"Rain, Partially cloudy",51.1,0
2020-10-18,2020-10-18T06:58:27,2020-10-18T17:55:29,Clear,3.1,0.02
2020-10-19,2020-10-19T06:59:36,2020-10-19T17:53:58,Clear,7.3,0.05
2020-10-20,2020-10-20T07:00:46,2020-10-20T17:52:28,"Rain, Partially cloudy",78,0.09
2020-10-21,2020-10-21T07:01:56,2020-10-21T17:50:59,Overcast,99.5,0.14
2020-10-22,2020-10-22T07:03:06,2020-10-22T17:49:31,Partially cloudy,61.2,0.2
2020-10-23,2020-10-23T07:04:16,2020-10-23T17:48:04,Partially cloudy,54.6,0.25
2020-10-24,2020-10-24T07:05:27,2020-10-24T17:46:39,Partially cloudy,85.6,0.3
2020-10-25,2020-10-25T07:06:39,2020-10-25T17:45:14,Partially cloudy,79.6,0.35
2020-10-26,2020-10-26T07:07:50,2020-10-26T17:43:51,"Rain, Overcast",100,0.39
2020-10-27,2020-10-27T07:09:02,2020-10-27T17:42:29,Partially cloudy,78.4,0.43
2020-10-28,2020-10-28T07:10:14,2020-10-28T17:41:08,"Rain, Overcast",98.9,0.46
2020-10-29,2020-10-29T07:11:26,2020-10-29T17:39:49,"Rain, Partially cloudy",73.8,0.48
2020-10-30,2020-10-30T07:12:39,2020-10-30T17:38:30,"Snow, Rain, Overcast",93.7,0.49
2020-10-31,2020-10-31T07:13:52,2020-10-31T17:37:14,Clear,17.5,0.5
2020-11-01,2020-11-01T06:15:05,2020-11-01T16:35:58,"Rain, Overcast",93.6,0.51
2020-11-02,2020-11-02T06:16:18,2020-11-02T16:34:44,Partially cloudy,37.5,0.52
2020-11-03,2020-11-03T06:17:31,2020-11-03T16:33:32,Partially cloudy,37.9,0.54
2020-11-04,2020-11-04T06:18:45,2020-11-04T16:32:21,Partially cloudy,27.3,0.57
2020-11-05,2020-11-05T06:19:58,2020-11-05T16:31:12,Partially cloudy,41.8,0.61
2020-11-06,2020-11-06T06:21:12,2020-11-06T16:30:04,Clear,17.7,0.65
2020-11-07,2020-11-07T06:22:26,2020-11-07T16:28:58,Clear,0.2,0.7
2020-11-08,2020-11-08T06:23:40,2020-11-08T16:27:53,Clear,0,0.75
2020-11-09,2020-11-09T06:24:54,2020-11-09T16:26:51,Clear,10.7,0.8
2020-11-10,2020-11-10T06:26:07,2020-11-10T16:25:50,Partially cloudy,21.9,0.86
2020-11-11,2020-11-11T06:27:21,2020-11-11T16:24:51,"Rain, Partially cloudy",69.1,0.91
2020-11-12,2020-11-12T06:28:35,2020-11-12T16:23:53,"Rain, Overcast",97.5,0.95
2020-11-13,2020-11-13T06:29:48,2020-11-13T16:22:58,"Rain, Overcast",98.8,0.98
2020-11-14,2020-11-14T06:31:02,2020-11-14T16:22:04,Partially cloudy,31.3,1
2020-11-15,2020-11-15T06:32:15,2020-11-15T16:21:13,"Rain, Partially cloudy",30.6,0
2020-11-16,2020-11-16T06:33:28,2020-11-16T16:20:23,"Rain, Partially cloudy",41.2,0.01
2020-11-17,2020-11-17T06:34:40,2020-11-17T16:19:35,Partially cloudy,46.1,0.04
2020-11-18,2020-11-18T06:35:53,2020-11-18T16:18:50,Partially cloudy,32.7,0.07
2020-11-19,2020-11-19T06:37:05,2020-11-19T16:18:06,Clear,14.1,0.12
2020-11-20,2020-11-20T06:38:16,2020-11-20T16:17:25,Clear,5.9,0.17
2020-11-21,2020-11-21T06:39:27,2020-11-21T16:16:45,Clear,15.8,0.22
2020-11-22,2020-11-22T06:40:37,2020-11-22T16:16:08,Partially cloudy,81.4,0.27
2020-11-23,2020-11-23T06:41:47,2020-11-23T16:15:33,"Rain, Partially cloudy",74.2,0.31
2020-11-24,2020-11-24T06:42:56,2020-11-24T16:15:00,Clear,1.6,0.36
2020-11-25,2020-11-25T06:44:05,2020-11-25T16:14:29,"Rain, Partially cloudy",68,0.4
2020-11-26,2020-11-26T06:45:13,2020-11-26T16:14:01,"Rain, Partially cloudy",84.9,0.43
2020-11-27,2020-11-27T06:46:20,2020-11-27T16:13:34,Partially cloudy,83.2,0.46
2020-11-28,2020-11-28T06:47:26,2020-11-28T16:13:11,Partially cloudy,72.8,0.48
2020-11-29,2020-11-29T06:48:31,2020-11-29T16:12:49,Clear,0,0.5
2020-11-30,2020-11-30T06:49:35,2020-11-30T16:12:30,"Rain, Partially cloudy",61,0.5
2020-12-01,2020-12-01T06:50:38,2020-12-01T16:12:13,"Rain, Overcast",91.7,0.51
2020-12-02,2020-12-02T06:51:40,2020-12-02T16:11:58,Partially cloudy,51.9,0.53
2020-12-03,2020-12-03T06:52:41,2020-12-03T16:11:46,Clear,7.9,0.55
2020-12-04,2020-12-04T06:53:40,2020-12-04T16:11:36,"Rain, Partially cloudy",57.1,0.58
2020-12-05,2020-12-05T06:54:39,2020-12-05T16:11:28,"Snow, Rain, Overcast",96.5,0.62
2020-12-06,2020-12-06T06:55:36,2020-12-06T16:11:23,Partially cloudy,38.4,0.67
2020-12-07,2020-12-07T06:56:31,2020-12-07T16:11:21,Clear,9.4,0.73
2020-12-08,2020-12-08T06:57:25,2020-12-08T16:11:20,"Snow, Rain, Partially cloudy",83.1,0.78
2020-12-09,2020-12-09T06:58:18,2020-12-09T16:11:22,"Snow, Rain, Partially cloudy",49.8,0.84
2020-12-10,2020-12-10T06:59:09,2020-12-10T16:11:27,Partially cloudy,24.9,0.89
2020-12-11,2020-12-11T06:59:58,2020-12-11T16:11:33,Clear,5.1,0.94
2020-12-12,2020-12-12T07:00:46,2020-12-12T16:11:42,"Rain, Partially cloudy",82.2,0.97
2020-12-13,2020-12-13T07:01:32,2020-12-13T16:11:54,"Rain, Partially cloudy",35.8,1
2020-12-14,2020-12-14T07:02:16,2020-12-14T16:12:08,"Rain, Partially cloudy",49,1
2020-12-15,2020-12-15T07:02:59,2020-12-15T16:12:24,Clear,1.2,0
2020-12-16,2020-12-16T07:03:39,2020-12-16T16:12:42,"Snow, Rain, Partially cloudy",53.2,0.02
2020-12-17,2020-12-17T07:04:18,2020-12-17T16:13:03,"Snow, Rain, Overcast",100,0.05
2020-12-18,2020-12-18T07:04:55,2020-12-18T16:13:26,Partially cloudy,89.6,0.09
2020-12-19,2020-12-19T07:05:30,2020-12-19T16:13:52,"Snow, Partially cloudy",69,0.13
2020-12-20,2020-12-20T07:06:02,2020-12-20T16:14:19,"Snow, Rain, Partially cloudy",65,0.18
2020-12-21,2020-12-21T07:06:33,2020-12-21T16:14:49,"Snow, Rain, Overcast",93.6,0.23
2020-12-22,2020-12-22T07:07:02,2020-12-22T16:15:21,Partially cloudy,38.2,0.28
2020-12-23,2020-12-23T07:07:28,2020-12-23T16:15:55,Clear,0.2,0.32
2020-12-24,2020-12-24T07:07:52,2020-12-24T16:16:31,"Rain, Partially cloudy",50.2,0.37
2020-12-25,2020-12-25T07:08:14,2020-12-25T16:17:09,"Rain, Overcast",97.9,0.4
2020-12-26,2020-12-26T07:08:34,2020-12-26T16:17:49,Partially cloudy,23.9,0.44
2020-12-27,2020-12-27T07:08:51,2020-12-27T16:18:31,Clear,0,0.47
2020-12-28,2020-12-28T07:09:07,2020-12-28T16:19:15,Partially cloudy,65.2,0.49
2020-12-29,2020-12-29T07:09:20,2020-12-29T16:20:01,Partially cloudy,30.3,0.5
2020-12-30,2020-12-30T07:09:30,2020-12-30T16:20:48,Clear,13.5,0.5
2020-12-31,2020-12-31T07:09:39,2020-12-31T16:21:38,"Rain, Partially cloudy",70,0.51
