datetime,sunrise,sunset,conditions,cloudcover,moonphase
2018-08-02,2018-08-02T05:37:15,2018-08-02T19:59:07,Partially cloudy,59.2,0.64
2018-08-03,2018-08-03T05:38:15,2018-08-03T19:57:57,Partially cloudy,61,0.69
2018-08-04,2018-08-04T05:39:15,2018-08-04T19:56:46,"Rain, Partially cloudy",81.8,0.74
2018-08-05,2018-08-05T05:40:16,2018-08-05T19:55:33,Partially cloudy,25.3,0.79
2018-08-06,2018-08-06T05:41:16,2018-08-06T19:54:18,Clear,0,0.85
2018-08-07,2018-08-07T05:42:17,2018-08-07T19:53:03,Clear,7.3,0.9
2018-08-08,2018-08-08T05:43:18,2018-08-08T19:51:46,Partially cloudy,61.7,0.94
2018-08-09,2018-08-09T05:44:20,2018-08-09T19:50:27,"Rain, Partially cloudy",50.6,0.98
2018-08-10,2018-08-10T05:45:21,2018-08-10T19:49:08,Clear,16.4,1
2018-08-11,2018-08-11T05:46:22,2018-08-11T19:47:47,"Rain, Partially cloudy",87.3,0
2018-08-12,2018-08-12T05:47:24,2018-08-12T19:46:25,"Rain, Partially cloudy",84.2,0.01
2018-08-13,2018-08-13T05:48:26,2018-08-13T19:45:02,"Rain, Partially cloudy",88.2,0.03
2018-08-14,2018-08-14T05:49:27,2018-08-14T19:43:38,"Rain, Partially cloudy",54.2,0.07
2018-08-15,2018-08-15T05:50:29,2018-08-15T19:42:12,"Rain, Partially cloudy",28.5,0.11
2018-08-16,2018-08-16T05:51:31,2018-08-16T19:40:46,Clear,9.8,0.16
2018-08-17,2018-08-17T05:52:33,2018-08-17T19:39:18,Clear,15.6,0.21
2018-08-18,2018-08-18T05:53:35,2018-08-18T19:37:49,"Rain, Partially cloudy",64.4,0.26
2018-08-19,2018-08-19T05:54:37,2018-08-19T19:36:20,"Rain, Overcast",100,0.31
2018-08-20,2018-08-20T05:55:39,2018-08-20T19:34:49,"Rain, Overcast",98.8,0.35
2018-08-21,2018-08-21T05:56:41,2018-08-21T19:33:18,Overcast,97.6,0.4
2018-08-22,2018-08-22T05:57:42,2018-08-22T19:31:46,"Rain, Partially cloudy",75.4,0.43
2018-08-23,2018-08-23T05:58:44,2018-08-23T19:30:13,Partially cloudy,22.3,0.46
2018-08-24,2018-08-24T05:59:46,2018-08-24T19:28:39,Clear,0,0.48
2018-08-25,2018-08-25T06:00:48,2018-08-25T19:27:04,Clear,4.2,0.5
2018-08-26,2018-08-26T06:01:50,2018-08-26T19:25:28,Clear,10.8,0.5
2018-08-27,2018-08-27T06:02:52,2018-08-27T19:23:52,Clear,17,0.51
2018-08-28,2018-08-28T06:03:53,2018-08-28T19:22:15,Clear,0,0.52
2018-08-29,2018-08-29T06:04:55,2018-08-29T19:20:38,Clear,2.4,0.54
2018-08-30,2018-08-30T06:05:57,2018-08-30T19:18:59,Partially cloudy,32,0.58
2018-08-31,2018-08-31T06:06:58,2018-08-31T19:17:21,Partially cloudy,40.1,0.62
2018-09-01,2018-09-01T06:08:00,2018-09-01T19:15:41,Clear,7.6,0.67
2018-09-02,2018-09-02T06:09:01,2018-09-02T19:14:01,Clear,7.7,0.72
2018-09-03,2018-09-03T06:10:03,2018-09-03T19:12:21,Partially cloudy,47.3,0.78
2018-09-04,2018-09-04T06:11:04,2018-09-04T19:10:40,Clear,14.4,0.83
2018-09-05,2018-09-05T06:12:06,2018-09-05T19:08:59,Clear,16.8,0.88
2018-09-06,2018-09-06T06:13:07,2018-09-06T19:07:17,"Rain, Partially cloudy",55.3,0.93
2018-09-07,2018-09-07T06:14:09,2018-09-07T19:05:35,"Rain, Partially cloudy",79.2,0.97
2018-09-08,2018-09-08T06:15:10,2018-09-08T19:03:52,Partially cloudy,38.8,0.99
2018-09-09,2018-09-09T06:16:11,2018-09-09T19:02:09,Partially cloudy,32.3,1
2018-09-10,2018-09-10T06:17:13,2018-09-10T19:00:26,"Rain, Partially cloudy",65,0
2018-09-11,2018-09-11T06:18:14,2018-09-11T18:58:43,"Rain, Overcast",91.3,0.02
2018-09-12,2018-09-12T06:19:16,2018-09-12T18:56:59,"Rain, Partially cloudy",85.1,0.05
2018-09-13,2018-09-13T06:20:17,2018-09-13T18:55:15,"Rain, Overcast",92.1,0.09
2018-09-14,2018-09-14T06:21:19,2018-09-14T18:53:31,Partially cloudy,50.8,0.13
2018-09-15,2018-09-15T06:22:21,2018-09-15T18:51:47,Partially cloudy,36.5,0.18
2018-09-16,2018-09-16T06:23:22,2018-09-16T18:50:02,Partially cloudy,35.4,0.23
2018-09-17,2018-09-17T06:24:24,2018-09-17T18:48:18,Partially cloudy,26.1,0.28
2018-09-18,2018-09-18T06:25:26,2018-09-18T18:46:33,"Rain, Partially cloudy",87.1,0.32
2018-09-19,2018-09-19T06:26:28,2018-09-19T18:44:49,"Rain, Partially cloudy",86.5,0.37
2018-09-20,2018-09-20T06:27:30,2018-09-20T18:43:04,"Rain, Partially cloudy",86.9,0.41
2018-09-21,2018-09-21T06:28:32,2018-09-21T18:41:20,Partially cloudy,38.3,0.44
2018-09-22,2018-09-22T06:29:34,2018-09-22T18:39:35,Partially cloudy,26.4,0.47
2018-09-23,2018-09-23T06:30:37,2018-09-23T18:37:51,Clear,2.2,0.49
2018-09-24,2018-09-24T06:31:39,2018-09-24T18:36:06,Partially cloudy,53.8,0.5
2018-09-25,2018-09-25T06:32:42,2018-09-25T18:34:22,"Rain, Partially cloudy",59.4,0.5
2018-09-26,2018-09-26T06:33:45,2018-09-26T18:32:38,"Rain, Overcast",99.9,0.52
2018-09-27,2018-09-27T06:34:48,2018-09-27T18:30:54,"Rain, Partially cloudy",54.4,0.53
2018-09-28,2018-09-28T06:35:51,2018-09-28T18:29:11,"Rain, Partially cloudy",88.6,0.56
2018-09-29,2018-09-29T06:36:55,2018-09-29T18:27:27,Partially cloudy,34,0.6
2018-09-30,2018-09-30T06:37:58,2018-09-30T18:25:44,Clear,8.2,0.65
2018-10-01,2018-10-01T06:39:02,2018-10-01T18:24:02,"Rain, Partially cloudy",65.8,0.7
2018-10-02,2018-10-02T06:40:06,2018-10-02T18:22:19,"Rain, Partially cloudy",89.9,0.76
2018-10-03,2018-10-03T06:41:11,2018-10-03T18:20:37,"Rain, Overcast",94.6,0.82
2018-10-04,2018-10-04T06:42:15,2018-10-04T18:18:56,Partially cloudy,88.2,0.87
2018-10-05,2018-10-05T06:43:20,2018-10-05T18:17:14,Partially cloudy,42.3,0.92
2018-10-06,2018-10-06T06:44:25,2018-10-06T18:15:34,Partially cloudy,26.4,0.96
2018-10-07,2018-10-07T06:45:31,2018-10-07T18:13:54,"Rain, Overcast",99.5,0.99
2018-10-08,2018-10-08T06:46:36,2018-10-08T18:12:14,"Rain, Overcast",99.9,1
2018-10-09,2018-10-09T06:47:42,2018-10-09T18:10:35,Partially cloudy,74.9,0
2018-10-10,2018-10-10T06:48:49,2018-10-10T18:08:57,Partially cloudy,43.9,0.01
2018-10-11,2018-10-11T06:49:55,2018-10-11T18:07:19,"Rain, Overcast",93.8,0.03
2018-10-12,2018-10-12T06:51:02,2018-10-12T18:05:42,"Rain, Partially cloudy",71.1,0.06
2018-10-13,2018-10-13T06:52:09,2018-10-13T18:04:05,"Rain, Partially cloudy",47.4,0.1
2018-10-14,2018-10-14T06:53:17,2018-10-14T18:02:30,Clear,0,0.14
2018-10-15,2018-10-15T06:54:25,2018-10-15T18:00:55,"Rain, Partially cloudy",70.2,0.19
2018-10-16,2018-10-16T06:55:33,2018-10-16T17:59:21,Rain,18.6,0.24
2018-10-17,2018-10-17T06:56:41,2018-10-17T17:57:48,Clear,15.9,0.28
2018-10-18,2018-10-18T06:57:50,2018-10-18T17:56:15,Clear,3.4,0.33
2018-10-19,2018-10-19T06:58:59,2018-10-19T17:54:44,Clear,0.4,0.37
2018-10-20,2018-10-20T07:00:09,2018-10-20T17:53:13,"Rain, Partially cloudy",63.8,0.41
2018-10-21,2018-10-21T07:01:18,2018-10-21T17:51:44,"Rain, Partially cloudy",55.4,0.45
2018-10-22,2018-10-22T07:02:28,2018-10-22T17:50:15,Partially cloudy,35.7,0.47
2018-10-23,2018-10-23T07:03:39,2018-10-23T17:48:48,"Rain, Partially cloudy",87.5,0.49
2018-10-24,2018-10-24T07:04:50,2018-10-24T17:47:22,"Rain, Partially cloudy",64.8,0.5
2018-10-25,2018-10-25T07:06:01,2018-10-25T17:45:57,Clear,16.8,0.51
2018-10-26,2018-10-26T07:07:12,2018-10-26T17:44:33,Clear,15.7,0.52
2018-10-27,2018-10-27T07:08:24,2018-10-27T17:43:10,"Rain, Partially cloudy",85.6,0.55
2018-10-28,2018-10-28T07:09:36,2018-10-28T17:41:49,"Rain, Partially cloudy",90,0.59
2018-10-29,2018-10-29T07:10:48,2018-10-29T17:40:28,"Rain, Partially cloudy",67.7,0.63
2018-10-30,2018-10-30T07:12:00,2018-10-30T17:39:10,Partially cloudy,44.3,0.69
2018-10-31,2018-10-31T07:13:13,2018-10-31T17:37:52,Partially cloudy,22.8,0.74
2018-11-01,2018-11-01T07:14:26,2018-11-01T17:36:36,Partially cloudy,74.7,0.8
2018-11-02,2018-11-02T07:15:39,2018-11-02T17:35:21,"Rain, Overcast",98.6,0.86
2018-11-03,2018-11-03T07:16:52,2018-11-03T17:34:08,"Rain, Partially cloudy",65.2,0.9
2018-11-04,2018-11-04T06:18:06,2018-11-04T16:32:56,Clear,0,0.94
2018-11-05,2018-11-05T06:19:19,2018-11-05T16:31:46,"Rain, Partially cloudy",63.7,0.98
2018-11-06,2018-11-06T06:20:33,2018-11-06T16:30:38,"Rain, Overcast",96.9,1
2018-11-07,2018-11-07T06:21:47,2018-11-07T16:29:31,Clear,14,1
2018-11-08,2018-11-08T06:23:00,2018-11-08T16:28:26,Clear,0,0
2018-11-09,2018-11-09T06:24:14,2018-11-09T16:27:22,"Rain, Partially cloudy",56.6,0.02
2018-11-10,2018-11-10T06:25:28,2018-11-10T16:26:20,"Rain, Partially cloudy",63.7,0.04
2018-11-11,2018-11-11T06:26:42,2018-11-11T16:25:20,Clear,0,0.07
2018-11-12,2018-11-12T06:27:56,2018-11-12T16:24:22,Clear,3.7,0.11
2018-11-13,2018-11-13T06:29:09,2018-11-13T16:23:25,"Rain, Overcast",97.2,0.15
2018-11-14,2018-11-14T06:30:23,2018-11-14T16:22:31,Clear,15.2,0.2
2018-11-15,2018-11-15T06:31:36,2018-11-15T16:21:38,"Snow, Rain, Partially cloudy",37.2,0.25
2018-11-16,2018-11-16T06:32:49,2018-11-16T16:20:48,"Rain, Partially cloudy",74,0.29
2018-11-17,2018-11-17T06:34:02,2018-11-17T16:19:59,Partially cloudy,47.1,0.34
2018-11-18,2018-11-18T06:35:14,2018-11-18T16:19:12,Partially cloudy,52.2,0.38
2018-11-19,2018-11-19T06:36:27,2018-11-19T16:18:28,Overcast,97.6,0.42
2018-11-20,2018-11-20T06:37:38,2018-11-20T16:17:45,"Rain, Overcast",92.4,0.46
2018-11-21,2018-11-21T06:38:49,2018-11-21T16:17:04,Partially cloudy,35.9,0.48
2018-11-22,2018-11-22T06:40:00,2018-11-22T16:16:26,Clear,11.9,0.5
2018-11-23,2018-11-23T06:41:10,2018-11-23T16:15:50,Clear,11.5,0.5
2018-11-24,2018-11-24T06:42:20,2018-11-24T16:15:16,Clear,13.9,0.52
2018-11-25,2018-11-25T06:43:29,2018-11-25T16:14:44,"Rain, Overcast",98.3,0.53
2018-11-26,2018-11-26T06:44:37,2018-11-26T16:14:14,"Rain, Overcast",91.2,0.57
2018-11-27,2018-11-27T06:45:44,2018-11-27T16:13:47,"Rain, Partially cloudy",75.5,0.62
2018-11-28,2018-11-28T06:46:51,2018-11-28T16:13:22,"Rain, Partially cloudy",50,0.67
2018-11-29,2018-11-29T06:47:56,2018-11-29T16:12:59,Partially cloudy,23.9,0.73
2018-11-30,2018-11-30T06:49:01,2018-11-30T16:12:39,Partially cloudy,53.5,0.78
2018-12-01,2018-12-01T06:50:04,2018-12-01T16:12:20,Partially cloudy,52,0.84
2018-12-02,2018-12-02T06:51:07,2018-12-02T16:12:05,"Rain, Overcast",92.9,0.89
2018-12-03,2018-12-03T06:52:08,2018-12-03T16:11:51,"Rain, Partially cloudy",64.9,0.93
2018-12-04,2018-12-04T06:53:09,2018-12-04T16:11:40,Partially cloudy,30.2,0.96
2018-12-05,2018-12-05T06:54:07,2018-12-05T16:11:31,Partially cloudy,22.1,0.99
2018-12-06,2018-12-06T06:55:05,2018-12-06T16:11:25,Partially cloudy,30.7,1
2018-12-07,2018-12-07T06:56:01,2018-12-07T16:11:21,Partially cloudy,25.3,0
2018-12-08,2018-12-08T06:56:56,2018-12-08T16:11:19,Clear,0,0.01
2018-12-09,2018-12-09T06:57:50,2018-12-09T16:11:20,Clear,0,0.02
2018-12-10,2018-12-10T06:58:42,2018-12-10T16:11:23,Partially cloudy,22.6,0.05
2018-12-11,2018-12-11T06:59:32,2018-12-11T16:11:29,Partially cloudy,28.3,0.08
2018-12-12,2018-12-12T07:00:21,2018-12-12T16:11:37,Partially cloudy,40.4,0.12
2018-12-13,2018-12-13T07:01:07,2018-12-13T16:11:47,Partially cloudy,39.7,0.16
2018-12-14,2018-12-14T07:01:53,2018-12-14T16:12:00,Partially cloudy,30.5,0.2
2018-12-15,2018-12-15T07:02:36,2018-12-15T16:12:15,"Rain, Partially cloudy",62.3,0.25
2018-12-16,2018-12-16T07:03:18,2018-12-16T16:12:32,"Rain, Partially cloudy",76.3,0.3
2018-12-17,2018-12-17T07:03:57,2018-12-17T16:12:52,"Rain, Partially cloudy",85.4,0.35
2018-12-18,2018-12-18T07:04:35,2018-12-18T16:13:14,"Rain, Partially cloudy",31.7,0.39
2018-12-19,2018-12-19T07:05:11,2018-12-19T16:13:38,Clear,0,0.43
2018-12-20,2018-12-20T07:05:45,2018-12-20T16:14:04,Clear,9.5,0.47
2018-12-21,2018-12-21T07:06:16,2018-12-21T16:14:33,"Rain, Overcast",95.1,0.49
2018-12-22,2018-12-22T07:06:46,2018-12-22T16:15:03,"Rain, Partially cloudy",68.8,0.5
2018-12-23,2018-12-23T07:07:13,2018-12-23T16:15:36,Clear,0.8,0.51
2018-12-24,2018-12-24T07:07:39,2018-12-24T16:16:11,"Snow, Rain, Partially cloudy",81.9,0.53
2018-12-25,2018-12-25T07:08:02,2018-12-25T16:16:48,Clear,4.3,0.55
2018-12-26,2018-12-26T07:08:23,2018-12-26T16:17:27,Partially cloudy,26.7,0.6
2018-12-27,2018-12-27T07:08:41,2018-12-27T16:18:08,Partially cloudy,21,0.65
2018-12-28,2018-12-28T07:08:58,2018-12-28T16:18:51,"Rain, Overcast",93.8,0.7
2018-12-29,2018-12-29T07:09:12,2018-12-29T16:19:36,Partially cloudy,41.5,0.76
2018-12-30,2018-12-30T07:09:24,2018-12-30T16:20:23,Partially cloudy,23.9,0.81
2018-12-31,2018-12-31T07:09:34,2018-12-31T16:21:11,"Rain, Partially cloudy",26.1,0.86
2019-08-01,2019-08-01T05:36:02,2019-08-01T20:00:33,Partially cloudy,23.2,0
2019-08-02,2019-08-02T05:37:01,2019-08-02T19:59:25,Clear,0.6,0.01
2019-08-03,2019-08-03T05:38:01,2019-08-03T19:58:15,Clear,12.4,0.04
2019-08-04,2019-08-04T05:39:01,2019-08-04T19:57:04,"Rain, Partially cloudy",38.7,0.08
2019-08-05,2019-08-05T05:40:02,2019-08-05T19:55:51,Clear,1.9,0.13
2019-08-06,2019-08-06T05:41:02,2019-08-06T19:54:37,"Rain, Partially cloudy",52.9,0.18
2019-08-07,2019-08-07T05:42:03,2019-08-07T19:53:22,Partially cloudy,67.7,0.24
2019-08-08,2019-08-08T05:43:04,2019-08-08T19:52:05,"Rain, Partially cloudy",34.7,0.29
2019-08-09,2019-08-09T05:44:05,2019-08-09T19:50:47,Rain,15.6,0.34
2019-08-10,2019-08-10T05:45:07,2019-08-10T19:49:28,"Rain, Partially cloudy",31.8,0.39
2019-08-11,2019-08-11T05:46:08,2019-08-11T19:48:08,Clear,10.3,0.43
2019-08-12,2019-08-12T05:47:10,2019-08-12T19:46:46,Clear,1,0.46
2019-08-13,2019-08-13T05:48:11,2019-08-13T19:45:23,"Rain, Partially cloudy",58.6,0.48
2019-08-14,2019-08-14T05:49:13,2019-08-14T19:43:59,Partially cloudy,81.7,0.5
2019-08-15,2019-08-15T05:50:15,2019-08-15T19:42:34,Partially cloudy,44.8,0.5
2019-08-16,2019-08-16T05:51:17,2019-08-16T19:41:07,Partially cloudy,46.1,0.51
2019-08-17,2019-08-17T05:52:19,2019-08-17T19:39:40,Partially cloudy,79.8,0.52
2019-08-18,2019-08-18T05:53:20,2019-08-18T19:38:12,Partially cloudy,62.1,0.54
2019-08-19,2019-08-19T05:54:22,2019-08-19T19:36:42,"Rain, Partially cloudy",39.7,0.57
2019-08-20,2019-08-20T05:55:24,2019-08-20T19:35:12,Clear,3.7,0.61
2019-08-21,2019-08-21T05:56:26,2019-08-21T19:33:41,"Rain, Partially cloudy",34.2,0.65
2019-08-22,2019-08-22T05:57:28,2019-08-22T19:32:09,"Rain, Partially cloudy",46.2,0.7
2019-08-23,2019-08-23T05:58:30,2019-08-23T19:30:36,"Rain, Partially cloudy",38.5,0.75
2019-08-24,2019-08-24T05:59:32,2019-08-24T19:29:02,Clear,9,0.8
2019-08-25,2019-08-25T06:00:34,2019-08-25T19:27:28,"Rain, Partially cloudy",58.6,0.85
2019-08-26,2019-08-26T06:01:35,2019-08-26T19:25:52,Partially cloudy,36.6,0.9
2019-08-27,2019-08-27T06:02:37,2019-08-27T19:24:16,Clear,6.9,0.94
2019-08-28,2019-08-28T06:03:39,2019-08-28T19:22:39,"Rain, Partially cloudy",62.4,0.98
2019-08-29,2019-08-29T06:04:40,2019-08-29T19:21:02,"Rain, Partially cloudy",47.1,1
2019-08-30,2019-08-30T06:05:42,2019-08-30T19:19:24,Clear,0.4,0
2019-08-31,2019-08-31T06:06:44,2019-08-31T19:17:45,Partially cloudy,21.7,0.01
2019-09-01,2019-09-01T06:07:45,2019-09-01T19:16:06,Clear,5,0.03
2019-09-02,2019-09-02T06:08:47,2019-09-02T19:14:26,"Rain, Partially cloudy",30.9,0.07
2019-09-03,2019-09-03T06:09:48,2019-09-03T19:12:46,Partially cloudy,23,0.11
2019-09-04,2019-09-04T06:10:50,2019-09-04T19:11:05,Partially cloudy,61.4,0.16
2019-09-05,2019-09-05T06:11:51,2019-09-05T19:09:24,Clear,1.1,0.22
2019-09-06,2019-09-06T06:12:53,2019-09-06T19:07:42,"Rain, Partially cloudy",38.4,0.27
2019-09-07,2019-09-07T06:13:54,2019-09-07T19:06:00,"Rain, Partially cloudy",71.2,0.32
2019-09-08,2019-09-08T06:14:56,2019-09-08T19:04:18,Clear,16.2,0.37
2019-09-09,2019-09-09T06:15:57,2019-09-09T19:02:35,Partially cloudy,33.8,0.41
2019-09-10,2019-09-10T06:16:59,2019-09-10T19:00:52,Partially cloudy,50.8,0.44
2019-09-11,2019-09-11T06:18:00,2019-09-11T18:59:08,Partially cloudy,23,0.47
2019-09-12,2019-09-12T06:19:02,2019-09-12T18:57:25,"Rain, Partially cloudy",60.5,0.49
2019-09-13,2019-09-13T06:20:03,2019-09-13T18:55:41,Clear,5.8,0.5
2019-09-14,2019-09-14T06:21:05,2019-09-14T18:53:57,"Rain, Partially cloudy",47.3,0.5
2019-09-15,2019-09-15T06:22:06,2019-09-15T18:52:13,"Rain, Partially cloudy",32,0.51
2019-09-16,2019-09-16T06:23:08,2019-09-16T18:50:28,Partially cloudy,29.7,0.53
2019-09-17,2019-09-17T06:24:10,2019-09-17T18:48:44,Partially cloudy,20.9,0.55
2019-09-18,2019-09-18T06:25:12,2019-09-18T18:46:59,Partially cloudy,63.6,0.59
2019-09-19,2019-09-19T06:26:13,2019-09-19T18:45:15,Clear,8.9,0.63
2019-09-20,2019-09-20T06:27:15,2019-09-20T18:43:30,Clear,1.1,0.67
2019-09-21,2019-09-21T06:28:18,2019-09-21T18:41:46,Clear,0,0.72
2019-09-22,2019-09-22T06:29:20,2019-09-22T18:40:01,Clear,11.2,0.78
2019-09-23,2019-09-23T06:30:22,2019-09-23T18:38:17,Clear,11.5,0.83
2019-09-24,2019-09-24T06:31:25,2019-09-24T18:36:32,"Rain, Partially cloudy",32.1,0.88
2019-09-25,2019-09-25T06:32:27,2019-09-25T18:34:48,Clear,10.5,0.93
2019-09-26,2019-09-26T06:33:30,2019-09-26T18:33:04,"Rain, Partially cloudy",32.8,0.97
2019-09-27,2019-09-27T06:34:33,2019-09-27T18:31:20,Clear,1.5,0.99
2019-09-28,2019-09-28T06:35:37,2019-09-28T18:29:36,Clear,5.2,1
2019-09-29,2019-09-29T06:36:40,2019-09-29T18:27:53,Partially cloudy,41.5,0
2019-09-30,2019-09-30T06:37:44,2019-09-30T18:26:10,Partially cloudy,34,0.02
2019-10-01,2019-10-01T06:38:47,2019-10-01T18:24:27,"Rain, Partially cloudy",83.7,0.05
2019-10-02,2019-10-02T06:39:51,2019-10-02T18:22:44,"Rain, Partially cloudy",59.3,0.09
2019-10-03,2019-10-03T06:40:56,2019-10-03T18:21:02,"Rain, Partially cloudy",85.3,0.14
2019-10-04,2019-10-04T06:42:00,2019-10-04T18:19:21,"Rain, Partially cloudy",64.7,0.19
2019-10-05,2019-10-05T06:43:05,2019-10-05T18:17:39,Clear,17.5,0.24
2019-10-06,2019-10-06T06:44:10,2019-10-06T18:15:59,Partially cloudy,51.1,0.29
2019-10-07,2019-10-07T06:45:15,2019-10-07T18:14:18,"Rain, Partially cloudy",55.6,0.34
2019-10-08,2019-10-08T06:46:21,2019-10-08T18:12:39,"Rain, Partially cloudy",42.3,0.38
2019-10-09,2019-10-09T06:47:27,2019-10-09T18:10:59,"Rain, Partially cloudy",81.7,0.42
2019-10-10,2019-10-10T06:48:33,2019-10-10T18:09:21,"Rain, Partially cloudy",85.8,0.45
2019-10-11,2019-10-11T06:49:39,2019-10-11T18:07:43,"Rain, Overcast",91.4,0.47
2019-10-12,2019-10-12T06:50:46,2019-10-12T18:06:06,"Rain, Overcast",98.4,0.49
2019-10-13,2019-10-13T06:51:53,2019-10-13T18:04:29,"Rain, Partially cloudy",29.9,0.5
2019-10-14,2019-10-14T06:53:01,2019-10-14T18:02:53,"Rain, Partially cloudy",75.2,0.5
2019-10-15,2019-10-15T06:54:09,2019-10-15T18:01:18,Clear,3.1,0.52
2019-10-16,2019-10-16T06:55:17,2019-10-16T17:59:44,"Rain, Partially cloudy",20.1,0.53
2019-10-17,2019-10-17T06:56:25,2019-10-17T17:58:10,"Rain, Partially cloudy",78.4,0.56
2019-10-18,2019-10-18T06:57:34,2019-10-18T17:56:38,Partially cloudy,30.1,0.6
2019-10-19,2019-10-19T06:58:43,2019-10-19T17:55:06,Clear,1.3,0.65
2019-10-20,2019-10-20T06:59:52,2019-10-20T17:53:36,"Rain, Partially cloudy",20.5,0.7
2019-10-21,2019-10-21T07:01:02,2019-10-21T17:52:06,"Rain, Partially cloudy",49.3,0.75
2019-10-22,2019-10-22T07:02:12,2019-10-22T17:50:37,"Rain, Partially cloudy",58.1,0.81
2019-10-23,2019-10-23T07:03:22,2019-10-23T17:49:10,"Rain, Partially cloudy",47.1,0.86
2019-10-24,2019-10-24T07:04:33,2019-10-24T17:47:43,Clear,0,0.91
2019-10-25,2019-10-25T07:05:44,2019-10-25T17:46:18,Clear,2.4,0.95
2019-10-26,2019-10-26T07:06:55,2019-10-26T17:44:53,Partially cloudy,45,0.98
2019-10-27,2019-10-27T07:08:07,2019-10-27T17:43:30,"Rain, Partially cloudy",72.7,1
2019-10-28,2019-10-28T07:09:19,2019-10-28T17:42:09,"Rain, Partially cloudy",89.6,0
2019-10-29,2019-10-29T07:10:31,2019-10-29T17:40:48,Overcast,96,0.01
2019-10-30,2019-10-30T07:11:43,2019-10-30T17:39:29,"Rain, Partially cloudy",80,0.04
2019-10-31,2019-10-31T07:12:56,2019-10-31T17:38:11,"Rain, Partially cloudy",86.6,0.07
2019-11-01,2019-11-01T07:14:09,2019-11-01T17:36:55,"Rain, Partially cloudy",32.1,0.11
2019-11-02,2019-11-02T07:15:22,2019-11-02T17:35:40,Clear,18.8,0.16
2019-11-03,2019-11-03T06:16:35,2019-11-03T16:34:26,Clear,17.5,0.2
2019-11-04,2019-11-04T06:17:48,2019-11-04T16:33:14,Clear,1.5,0.25
2019-11-05,2019-11-05T06:19:02,2019-11-05T16:32:03,"Rain, Partially cloudy",62.5,0.3
2019-11-06,2019-11-06T06:20:15,2019-11-06T16:30:55,Clear,8.2,0.35
2019-11-07,2019-11-07T06:21:29,2019-11-07T16:29:47,"Rain, Partially cloudy",56.2,0.39
2019-11-08,2019-11-08T06:22:43,2019-11-08T16:28:42,"Rain, Partially cloudy",58.3,0.43
2019-11-09,2019-11-09T06:23:57,2019-11-09T16:27:38,Clear,14.9,0.46
2019-11-10,2019-11-10T06:25:11,2019-11-10T16:26:35,Partially cloudy,42.6,0.48
2019-11-11,2019-11-11T06:26:25,2019-11-11T16:25:35,Partially cloudy,51.9,0.49
2019-11-12,2019-11-12T06:27:38,2019-11-12T16:24:36,"Snow, Partially cloudy",42.4,0.5
2019-11-13,2019-11-13T06:28:52,2019-11-13T16:23:39,Clear,2.9,0.51
2019-11-14,2019-11-14T06:30:06,2019-11-14T16:22:44,"Rain, Partially cloudy",29.8,0.52
2019-11-15,2019-11-15T06:31:19,2019-11-15T16:21:51,Clear,19.7,0.54
2019-11-16,2019-11-16T06:32:32,2019-11-16T16:21:00,Clear,4.1,0.58
2019-11-17,2019-11-17T06:33:45,2019-11-17T16:20:11,Partially cloudy,86.2,0.63
2019-11-18,2019-11-18T06:34:57,2019-11-18T16:19:24,"Rain, Overcast",98.9,0.68
2019-11-19,2019-11-19T06:36:10,2019-11-19T16:18:38,"Rain, Partially cloudy",75.7,0.73
2019-11-20,2019-11-20T06:37:21,2019-11-20T16:17:55,"Rain, Partially cloudy",86.1,0.79
2019-11-21,2019-11-21T06:38:33,2019-11-21T16:17:14,"Rain, Partially cloudy",21.1,0.85
2019-11-22,2019-11-22T06:39:44,2019-11-22T16:16:35,"Rain, Partially cloudy",46.7,0.9
2019-11-23,2019-11-23T06:40:54,2019-11-23T16:15:59,Clear,0,0.94
2019-11-24,2019-11-24T06:42:03,2019-11-24T16:15:24,"Rain, Partially cloudy",69,0.97
2019-11-25,2019-11-25T06:43:13,2019-11-25T16:14:52,Partially cloudy,28.9,1
2019-11-26,2019-11-26T06:44:21,2019-11-26T16:14:22,Clear,4.2,1
2019-11-27,2019-11-27T06:45:28,2019-11-27T16:13:54,"Rain, Partially cloudy",62.8,0
2019-11-28,2019-11-28T06:46:35,2019-11-28T16:13:28,"Rain, Partially cloudy",72.5,0.02
2019-11-29,2019-11-29T06:47:41,2019-11-29T16:13:05,Clear,18.5,0.05
2019-11-30,2019-11-30T06:48:46,2019-11-30T16:12:44,Clear,0,0.08
2019-12-01,2019-12-01T06:49:50,2019-12-01T16:12:25,"Snow, Partially cloudy",76.9,0.12
2019-12-02,2019-12-02T06:50:52,2019-12-02T16:12:09,"Snow, Overcast",94.5,0.17
2019-12-03,2019-12-03T06:51:54,2019-12-03T16:11:54,"Snow, Partially cloudy",68.1,0.21
2019-12-04,2019-12-04T06:52:55,2019-12-04T16:11:43,Partially cloudy,46.9,0.26
2019-12-05,2019-12-05T06:53:54,2019-12-05T16:11:33,Partially cloudy,38.4,0.31
2019-12-06,2019-12-06T06:54:52,2019-12-06T16:11:27,Partially cloudy,45.9,0.35
2019-12-07,2019-12-07T06:55:48,2019-12-07T16:11:22,Clear,15,0.39
2019-12-08,2019-12-08T06:56:44,2019-12-08T16:11:20,Clear,9,0.43
